customer_id,recency_days,transaction_count,amount,recency_score,frequency_score,monetary_score,rfm_score
30317,522,9,958,1,2,3,123
24035,194,6,474,2,1,1,211
26901,244,5,588,2,1,1,211
19941,233,8,680,2,2,2,222
19441,225,9,748,2,2,2,222
12375,128,9,589,3,2,1,321
19223,66,13,1093,5,5,4,554
6319,139,5,343,3,1,1,311
11429,205,8,686,2,2,2,222
33856,174,12,1178,3,4,4,344
12188,171,9,918,3,2,3,323
20534,242,5,447,2,1,1,211
38380,70,11,1014,5,4,4,544
1098,511,7,889,1,1,3,113
29023,266,7,444,1,1,1,111
12932,73,15,1783,5,5,5,555
35294,117,17,1657,4,5,5,455
20835,9,11,991,5,4,3,543
4745,140,10,1085,3,3,4,334
37143,146,8,920,3,2,3,323
34483,209,10,952,2,3,3,233
12985,310,7,829,1,1,3,113
37934,123,11,961,4,4,3,443
34922,543,7,797,1,1,2,112
15700,351,6,723,1,1,2,112
10112,369,10,861,1,3,3,133
38884,485,5,368,1,1,1,111
38466,54,12,1395,5,4,5,545
20167,19,12,1152,5,4,4,544
17142,198,8,676,2,2,2,222
3935,108,10,1010,4,3,4,434
22176,107,10,1060,4,3,4,434
26892,324,9,703,1,2,2,122
16156,265,7,554,2,1,1,211
12728,428,9,1001,1,2,3,123
6691,337,9,830,1,2,3,123
12269,118,13,1493,4,5,5,455
31871,32,13,1053,5,5,4,554
7042,192,3,258,2,1,1,211
9698,197,12,1176,2,4,4,244
2339,212,11,771,2,4,2,242
27629,127,12,1117,3,4,4,344
2281,190,13,1484,2,5,5,255
5084,178,7,440,2,1,1,211
3660,268,3,236,1,1,1,111
8759,289,6,302,1,1,1,111
36630,118,9,806,4,2,2,422
16328,100,7,839,4,1,3,413
36198,94,9,871,4,2,3,423
29450,222,11,913,2,4,3,243
22005,147,12,1465,3,4,5,345
33639,100,12,1136,4,4,4,444
24156,208,11,1279,2,4,5,245
398,388,12,973,1,4,3,143
18024,11,10,746,5,3,2,532
38168,148,5,366,3,1,1,311
21757,62,11,747,5,4,2,542
32545,129,11,858,3,4,3,343
8362,158,13,1326,3,5,5,355
32585,34,9,700,5,2,2,522
21169,111,11,1136,4,4,4,444
3096,528,8,775,1,2,2,122
31889,235,9,595,2,2,1,221
23505,14,10,935,5,3,3,533
33538,411,8,551,1,2,1,121
5812,258,16,1415,2,5,5,255
30453,232,11,1119,2,4,4,244
1442,499,7,864,1,1,3,113
32655,264,11,1160,2,4,4,244
22102,190,11,1232,2,4,5,245
30124,60,11,985,5,4,3,543
39124,86,14,1653,4,5,5,455
34299,207,8,632,2,2,1,221
12981,181,9,982,2,2,3,223
31682,104,12,1125,4,4,4,444
28574,224,8,771,2,2,2,222
30315,105,9,1098,4,2,4,424
31409,334,13,1244,1,5,5,155
23016,134,10,829,3,3,3,333
9693,211,6,408,2,1,1,211
14874,331,6,249,1,1,1,111
3550,200,12,1270,2,4,5,245
2326,478,9,891,1,2,3,123
11004,135,15,1055,3,5,4,354
25218,91,9,948,4,2,3,423
3795,107,17,1198,4,5,4,454
33671,198,5,524,2,1,1,211
15048,59,8,1043,5,2,4,524
26559,495,8,593,1,2,1,121
11360,258,11,1439,2,4,5,245
29831,55,7,847,5,1,3,513
11727,79,12,1237,4,4,5,445
7787,224,7,686,2,1,2,212
22539,268,9,460,1,2,1,121
25076,81,11,847,4,4,3,443
7067,33,6,964,5,1,3,513
15207,95,12,1141,4,4,4,444
16695,335,8,689,1,2,2,122
38216,306,6,331,1,1,1,111
14090,124,11,1209,4,4,4,444
34744,162,9,568,3,2,1,321
22684,185,10,937,2,3,3,233
28809,181,9,894,2,2,3,223
15049,116,10,935,4,3,3,433
2175,178,12,1280,2,4,5,245
34745,53,11,799,5,4,2,542
4142,128,6,852,3,1,3,313
10658,76,13,1140,5,5,4,554
27341,299,8,737,1,2,2,122
30326,7,15,1249,5,5,5,555
33627,131,9,673,3,2,2,322
33035,184,10,795,2,3,2,232
9551,89,12,984,4,4,3,443
9353,61,11,737,5,4,2,542
38064,446,5,530,1,1,1,111
28324,169,7,553,3,1,1,311
15799,534,5,484,1,1,1,111
19740,53,14,1496,5,5,5,555
26590,118,9,1010,4,2,4,424
37945,293,11,1018,1,4,4,144
7496,158,6,658,3,1,2,312
21986,182,10,1185,2,3,4,234
16297,463,9,870,1,2,3,123
13547,134,11,1085,3,4,4,344
2993,176,12,1563,3,4,5,345
6098,68,7,603,5,1,1,511
15299,211,6,478,2,1,1,211
32521,70,8,746,5,2,2,522
35636,313,10,1083,1,3,4,134
17792,218,10,994,2,3,3,233
31634,58,7,595,5,1,1,511
38222,440,5,570,1,1,1,111
29132,94,17,1215,4,5,4,454
13387,140,10,987,3,3,3,333
9106,127,12,1220,3,4,4,344
35793,13,9,929,5,2,3,523
9773,181,12,922,2,4,3,243
894,128,12,1165,3,4,4,344
32550,208,13,901,2,5,3,253
27067,186,17,1900,2,5,5,255
28328,147,7,566,3,1,1,311
16887,144,14,1234,3,5,5,355
28088,185,11,1290,2,4,5,245
9513,144,5,381,3,1,1,311
36756,126,15,974,3,5,3,353
6292,101,5,377,4,1,1,411
11922,417,9,981,1,2,3,123
20231,260,9,621,2,2,1,221
31295,74,8,1054,5,2,4,524
6436,185,8,552,2,2,1,221
10365,156,5,611,3,1,1,311
1050,153,6,388,3,1,1,311
4001,108,13,1600,4,5,5,455
7169,118,11,1096,4,4,4,444
3468,158,6,413,3,1,1,311
4564,173,7,714,3,1,2,312
34838,184,7,701,2,1,2,212
22895,235,9,1019,2,2,4,224
19924,76,11,733,5,4,2,542
39443,122,10,1310,4,3,5,435
38787,41,14,1451,5,5,5,555
17621,552,8,452,1,2,1,121
27005,132,9,1210,3,2,4,324
13178,245,15,1940,2,5,5,255
26827,122,7,730,4,1,2,412
23035,26,10,677,5,3,2,532
36288,96,8,747,4,2,2,422
7162,357,11,1154,1,4,4,144
6818,102,15,1436,4,5,5,455
8858,146,9,1194,3,2,4,324
37279,75,11,1010,5,4,4,544
25918,158,10,809,3,3,2,332
13913,126,8,713,3,2,2,322
18446,220,10,955,2,3,3,233
12528,56,11,1123,5,4,4,544
37413,126,7,468,3,1,1,311
19288,146,8,732,3,2,2,322
30083,205,12,1018,2,4,4,244
24562,162,15,1485,3,5,5,355
29123,263,4,229,2,1,1,211
8551,113,11,903,4,4,3,443
18476,215,8,717,2,2,2,222
35789,303,7,728,1,1,2,112
30110,161,9,760,3,2,2,322
30793,412,11,937,1,4,3,143
14379,481,9,700,1,2,2,122
16740,95,11,1071,4,4,4,444
32316,141,9,661,3,2,2,322
6034,150,9,914,3,2,3,323
19957,14,13,1672,5,5,5,555
14851,519,8,709,1,2,2,122
24124,209,9,1079,2,2,4,224
23850,228,10,1210,2,3,4,234
30623,44,12,1103,5,4,4,544
35116,339,10,1262,1,3,5,135
10703,14,12,1196,5,4,4,544
10538,250,7,653,2,1,2,212
2128,366,9,865,1,2,3,123
13516,197,12,1063,2,4,4,244
37774,87,11,1126,4,4,4,444
36566,384,7,757,1,1,2,112
16583,478,11,1103,1,4,4,144
39862,76,12,1045,5,4,4,544
16673,190,8,809,2,2,2,222
26737,228,8,911,2,2,3,223
24100,360,11,985,1,4,3,143
780,197,9,846,2,2,3,223
38859,246,9,797,2,2,2,222
28267,160,12,966,3,4,3,343
15259,101,13,1256,4,5,5,455
22206,45,7,826,5,1,2,512
33318,331,8,744,1,2,2,122
24431,471,11,1026,1,4,4,144
37000,291,10,1208,1,3,4,134
29367,532,6,481,1,1,1,111
39914,20,15,1583,5,5,5,555
33678,151,11,1211,3,4,4,344
1157,65,10,1091,5,3,4,534
10338,73,8,590,5,2,1,521
31410,294,12,1346,1,4,5,145
3464,118,11,946,4,4,3,443
23085,258,15,1515,2,5,5,255
22609,227,7,716,2,1,2,212
31597,301,9,869,1,2,3,123
20702,111,11,895,4,4,3,443
25812,662,4,484,1,1,1,111
30418,408,5,656,1,1,2,112
1776,45,13,1114,5,5,4,554
24526,520,8,457,1,2,1,121
4926,178,4,559,2,1,1,211
1409,157,11,983,3,4,3,343
32394,204,10,1164,2,3,4,234
20901,154,9,1031,3,2,4,324
12440,161,10,621,3,3,1,331
1204,88,14,1281,4,5,5,455
24183,424,10,1105,1,3,4,134
33426,434,6,639,1,1,1,111
7684,15,8,756,5,2,2,522
30304,374,5,698,1,1,2,112
26504,511,11,1156,1,4,4,144
6108,164,19,2184,3,5,5,355
16116,51,13,1652,5,5,5,555
36230,262,8,952,2,2,3,223
6916,98,10,875,4,3,3,433
30388,236,6,640,2,1,1,211
7083,68,12,853,5,4,3,543
13267,135,14,1677,3,5,5,355
27330,132,14,1107,3,5,4,354
32516,124,11,1149,4,4,4,444
16475,275,6,358,1,1,1,111
2659,70,10,1152,5,3,4,534
35151,146,11,801,3,4,2,342
27847,239,13,1399,2,5,5,255
20497,78,11,941,4,4,3,443
26334,63,11,909,5,4,3,543
17588,322,10,979,1,3,3,133
33589,19,9,519,5,2,1,521
8195,198,9,877,2,2,3,223
17024,229,13,1170,2,5,4,254
23519,414,11,1174,1,4,4,144
33722,84,7,720,4,1,2,412
19816,32,18,2048,5,5,5,555
35758,204,6,674,2,1,2,212
15404,77,13,1494,4,5,5,455
31382,54,9,885,5,2,3,523
24270,141,9,1078,3,2,4,324
38972,57,10,1009,5,3,4,534
27789,148,10,634,3,3,1,331
2607,88,11,1123,4,4,4,444
18782,104,12,1192,4,4,4,444
17511,154,10,1082,3,3,4,334
23185,297,7,952,1,1,3,113
136,197,9,1229,2,2,5,225
4557,184,6,662,2,1,2,212
39599,187,10,927,2,3,3,233
27940,132,10,725,3,3,2,332
21506,540,6,566,1,1,1,111
15410,104,9,1090,4,2,4,424
30874,6,6,610,5,1,1,511
37568,88,18,1679,4,5,5,455
12011,45,10,1071,5,3,4,534
19625,56,12,1220,5,4,4,544
35783,28,11,1245,5,4,5,545
9495,142,11,1221,3,4,4,344
19545,39,18,1398,5,5,5,555
11507,249,7,959,2,1,3,213
14538,61,13,1419,5,5,5,555
11847,144,8,544,3,2,1,321
32632,61,13,1024,5,5,4,554
1124,135,5,466,3,1,1,311
5994,268,2,60,1,1,1,111
35091,61,17,1283,5,5,5,555
34312,11,16,1563,5,5,5,555
27912,180,11,837,2,4,3,243
34409,170,8,658,3,2,2,322
14351,99,15,1363,4,5,5,455
24160,71,14,1223,5,5,4,554
22118,183,15,1375,2,5,5,255
3466,60,10,1311,5,3,5,535
3444,158,9,622,3,2,1,321
19886,206,7,691,2,1,2,212
28827,294,10,861,1,3,3,133
26165,134,6,634,3,1,1,311
29693,159,5,598,3,1,1,311
5583,413,4,263,1,1,1,111
30741,80,4,366,4,1,1,411
9509,97,12,968,4,4,3,443
35953,429,9,911,1,2,3,123
35876,188,12,749,2,4,2,242
1139,174,14,1163,3,5,4,354
258,46,12,1055,5,4,4,544
25356,240,6,484,2,1,1,211
19812,130,12,846,3,4,3,343
4849,22,11,994,5,4,3,543
25999,107,15,966,4,5,3,453
12093,206,6,790,2,1,2,212
9053,186,16,1522,2,5,5,255
3849,66,10,888,5,3,3,533
39940,197,10,902,2,3,3,233
31486,165,10,863,3,3,3,333
14562,188,11,791,2,4,2,242
19775,68,9,967,5,2,3,523
15741,143,7,624,3,1,1,311
20036,112,6,470,4,1,1,411
22856,324,13,985,1,5,3,153
10939,399,7,454,1,1,1,111
36207,168,7,855,3,1,3,313
36726,203,11,810,2,4,2,242
22893,280,10,998,1,3,3,133
35858,121,13,1182,4,5,4,454
8063,229,8,799,2,2,2,222
1395,44,5,545,5,1,1,511
32124,97,13,1126,4,5,4,454
9525,120,7,477,4,1,1,411
28490,343,6,520,1,1,1,111
14616,116,11,1188,4,4,4,444
38039,295,12,1122,1,4,4,144
13277,262,8,749,2,2,2,222
35919,156,9,799,3,2,2,322
7497,249,9,928,2,2,3,223
13159,49,10,1050,5,3,4,534
31145,136,7,441,3,1,1,311
37182,52,7,826,5,1,2,512
35264,117,11,1048,4,4,4,444
39906,28,21,1940,5,5,5,555
36519,61,11,1181,5,4,4,544
37936,23,11,766,5,4,2,542
21113,145,11,890,3,4,3,343
27745,197,6,437,2,1,1,211
26498,78,18,1445,4,5,5,455
16472,117,4,341,4,1,1,411
18546,28,11,1268,5,4,5,545
33108,288,13,1601,1,5,5,155
38229,84,10,1101,4,3,4,434
14805,103,13,1130,4,5,4,454
15433,142,10,986,3,3,3,333
2431,361,8,562,1,2,1,121
7592,256,8,1076,2,2,4,224
35254,25,7,672,5,1,2,512
15492,147,12,1150,3,4,4,344
5147,53,8,503,5,2,1,521
33159,221,9,783,2,2,2,222
29067,160,11,1263,3,4,5,345
10966,176,10,1220,3,3,4,334
12387,357,7,586,1,1,1,111
37415,139,7,482,3,1,1,311
19391,180,14,1306,2,5,5,255
16492,207,8,1156,2,2,4,224
21257,32,12,857,5,4,3,543
22088,174,9,627,3,2,1,321
29765,368,13,916,1,5,3,153
904,83,9,977,4,2,3,423
31181,62,11,1195,5,4,4,544
26603,78,16,1871,4,5,5,455
7345,155,7,838,3,1,3,313
26542,365,10,1070,1,3,4,134
14261,90,8,1047,4,2,4,424
10,239,12,1164,2,4,4,244
17166,186,7,794,2,1,2,212
10137,216,10,1091,2,3,4,234
22155,206,7,680,2,1,2,212
31127,27,10,963,5,3,3,533
7742,70,12,1119,5,4,4,544
15138,485,11,904,1,4,3,143
16922,167,9,794,3,2,2,322
6550,741,4,465,1,1,1,111
12493,16,9,875,5,2,3,523
37983,246,11,1178,2,4,4,244
21676,188,8,827,2,2,3,223
35652,53,11,1019,5,4,4,544
14096,79,10,665,4,3,2,432
33584,88,11,1002,4,4,3,443
11985,290,10,959,1,3,3,133
7931,30,12,972,5,4,3,543
24062,147,11,951,3,4,3,343
13661,173,11,1624,3,4,5,345
16222,27,11,731,5,4,2,542
5076,107,6,326,4,1,1,411
37627,362,12,1482,1,4,5,145
28172,239,7,595,2,1,1,211
9334,77,14,1679,4,5,5,455
19548,37,15,1505,5,5,5,555
29118,41,10,935,5,3,3,533
4982,434,7,888,1,1,3,113
27723,110,8,655,4,2,2,422
13130,135,11,521,3,4,1,341
34660,175,12,1759,3,4,5,345
35574,48,9,761,5,2,2,522
10829,121,14,1472,4,5,5,455
2551,119,11,1130,4,4,4,444
28909,204,8,636,2,2,1,221
17539,150,14,1312,3,5,5,355
21364,165,11,893,3,4,3,343
1100,97,7,766,4,1,2,412
34928,259,6,880,2,1,3,213
16416,171,12,1033,3,4,4,344
35032,308,11,1558,1,4,5,145
31830,330,5,448,1,1,1,111
28423,250,9,713,2,2,2,222
34902,84,13,1288,4,5,5,455
19340,68,7,573,5,1,1,511
460,161,15,1324,3,5,5,355
5643,97,14,1333,4,5,5,455
594,406,9,905,1,2,3,123
30920,48,8,604,5,2,1,521
2376,117,13,1549,4,5,5,455
11539,294,7,546,1,1,1,111
4171,23,14,1325,5,5,5,555
29876,124,10,897,4,3,3,433
14114,99,16,1708,4,5,5,455
25317,272,7,740,1,1,2,112
26347,371,8,686,1,2,2,122
9111,96,3,351,4,1,1,411
4442,170,7,835,3,1,3,313
34470,289,5,482,1,1,1,111
39305,106,6,678,4,1,2,412
25135,84,11,1066,4,4,4,444
17814,536,5,536,1,1,1,111
7381,123,11,906,4,4,3,443
29977,134,13,999,3,5,3,353
19882,156,9,744,3,2,2,322
4734,68,9,1062,5,2,4,524
16387,170,11,1147,3,4,4,344
4713,423,10,1031,1,3,4,134
17350,525,8,547,1,2,1,121
32452,492,6,615,1,1,1,111
23332,48,8,620,5,2,1,521
4439,146,9,788,3,2,2,322
35244,410,8,608,1,2,1,121
32780,377,8,683,1,2,2,122
4923,9,12,1068,5,4,4,544
30168,254,7,746,2,1,2,212
4934,236,6,580,2,1,1,211
23398,91,11,953,4,4,3,443
19195,138,9,988,3,2,3,323
19099,435,7,648,1,1,2,112
24853,151,14,1152,3,5,4,354
36069,180,7,556,2,1,1,211
21392,14,10,837,5,3,3,533
62,166,11,1186,3,4,4,344
17677,202,14,1039,2,5,4,254
30157,62,8,1018,5,2,4,524
9161,416,6,727,1,1,2,112
25007,38,16,1624,5,5,5,555
29292,115,7,653,4,1,2,412
24256,185,7,833,2,1,3,213
27605,100,13,880,4,5,3,453
6937,133,12,845,3,4,3,343
27102,151,9,1116,3,2,4,324
7161,158,12,1428,3,4,5,345
4889,237,7,904,2,1,3,213
33039,345,10,1431,1,3,5,135
35361,93,7,583,4,1,1,411
34984,238,9,656,2,2,2,222
28199,607,5,452,1,1,1,111
16183,564,3,272,1,1,1,111
22748,213,6,510,2,1,1,211
23241,334,12,1250,1,4,5,145
30289,82,8,707,4,2,2,422
35132,94,9,738,4,2,2,422
21401,198,6,556,2,1,1,211
28308,141,11,789,3,4,2,342
248,182,15,1431,2,5,5,255
30624,97,16,1459,4,5,5,455
39658,370,9,868,1,2,3,123
31171,14,13,1403,5,5,5,555
4052,50,11,1164,5,4,4,544
30949,310,6,625,1,1,1,111
17991,7,10,840,5,3,3,533
32229,166,9,974,3,2,3,323
28051,659,3,328,1,1,1,111
8129,167,7,852,3,1,3,313
13971,57,8,653,5,2,2,522
17334,95,9,1008,4,2,4,424
8844,235,8,663,2,2,2,222
4246,33,17,1694,5,5,5,555
23188,284,12,1360,1,4,5,145
1080,148,8,610,3,2,1,321
8617,485,4,514,1,1,1,111
37109,133,11,1161,3,4,4,344
2306,99,10,1064,4,3,4,434
6505,123,12,1196,4,4,4,444
28346,133,3,414,3,1,1,311
1000,211,10,1019,2,3,4,234
34364,94,13,1214,4,5,4,454
2287,202,9,881,2,2,3,223
24147,102,19,2176,4,5,5,455
8207,471,7,847,1,1,3,113
26840,159,11,1120,3,4,4,344
30185,43,6,548,5,1,1,511
6230,513,4,390,1,1,1,111
20763,95,11,1198,4,4,4,444
25733,148,10,859,3,3,3,333
38469,213,10,643,2,3,2,232
13950,181,10,939,2,3,3,233
21533,105,9,998,4,2,3,423
37213,179,11,949,2,4,3,243
25379,119,14,1129,4,5,4,454
8440,147,11,975,3,4,3,343
13028,146,13,1003,3,5,4,354
35713,268,5,663,1,1,2,112
1258,107,18,1833,4,5,5,455
15888,129,9,1271,3,2,5,325
30293,287,9,508,1,2,1,121
11619,67,19,1800,5,5,5,555
37625,443,11,1156,1,4,4,144
4342,211,8,909,2,2,3,223
2770,94,9,595,4,2,1,421
32670,245,8,582,2,2,1,221
37478,58,13,1307,5,5,5,555
3253,395,13,1346,1,5,5,155
12754,176,7,541,3,1,1,311
7844,60,17,1446,5,5,5,555
36844,70,10,776,5,3,2,532
4870,435,7,458,1,1,1,111
14367,137,11,975,3,4,3,343
2438,230,9,738,2,2,2,222
33152,25,12,821,5,4,2,542
26050,78,10,644,4,3,2,432
15907,32,12,1472,5,4,5,545
35683,204,10,986,2,3,3,233
9215,65,11,1050,5,4,4,544
17217,160,7,707,3,1,2,312
32557,638,5,310,1,1,1,111
35445,58,10,784,5,3,2,532
16194,201,6,635,2,1,1,211
21746,493,9,684,1,2,2,122
7705,159,9,820,3,2,2,322
17962,5,9,955,5,2,3,523
31524,106,7,690,4,1,2,412
880,145,10,1040,3,3,4,334
12948,184,5,465,2,1,1,211
23017,148,19,1742,3,5,5,355
33348,470,5,326,1,1,1,111
23675,464,6,711,1,1,2,112
38951,114,9,847,4,2,3,423
8506,308,7,739,1,1,2,112
2776,21,8,596,5,2,1,521
7016,53,14,1226,5,5,5,555
20971,66,10,821,5,3,2,532
19977,258,11,1068,2,4,4,244
11236,70,6,694,5,1,2,512
38916,17,14,1456,5,5,5,555
35235,63,19,1669,5,5,5,555
30855,2,15,1456,5,5,5,555
16508,72,8,1137,5,2,4,524
37985,182,14,1131,2,5,4,254
6341,6,11,979,5,4,3,543
28273,149,16,1500,3,5,5,355
24026,93,10,900,4,3,3,433
38856,224,12,723,2,4,2,242
16080,51,9,833,5,2,3,523
16523,244,10,1021,2,3,4,234
17646,114,7,588,4,1,1,411
21454,176,9,1116,3,2,4,324
37439,430,11,676,1,4,2,142
20415,169,14,1272,3,5,5,355
6168,101,12,1011,4,4,4,444
10362,197,8,650,2,2,2,222
36593,135,7,649,3,1,2,312
32956,302,8,729,1,2,2,122
6566,162,9,737,3,2,2,322
23453,91,19,1654,4,5,5,455
1562,99,10,675,4,3,2,432
13532,282,16,1376,1,5,5,155
6076,7,16,1606,5,5,5,555
25114,83,5,750,4,1,2,412
30273,158,16,1640,3,5,5,355
34589,108,14,1390,4,5,5,455
17656,122,13,962,4,5,3,453
530,155,10,917,3,3,3,333
22803,168,6,808,3,1,2,312
465,167,15,1828,3,5,5,355
9045,153,8,753,3,2,2,322
26265,168,10,1068,3,3,4,334
24666,458,10,1220,1,3,4,134
28128,148,5,329,3,1,1,311
27843,248,9,857,2,2,3,223
14252,140,12,859,3,4,3,343
34513,114,8,811,4,2,2,422
3765,191,16,1930,2,5,5,255
4156,77,14,1475,4,5,5,455
2610,301,11,1264,1,4,5,145
36846,325,10,977,1,3,3,133
27986,221,10,994,2,3,3,233
23214,157,12,1187,3,4,4,344
7469,140,11,974,3,4,3,343
36916,197,11,1124,2,4,4,244
9721,182,10,1354,2,3,5,235
13108,188,8,737,2,2,2,222
24664,200,8,781,2,2,2,222
34676,180,12,1474,2,4,5,245
7380,517,4,452,1,1,1,111
9380,130,12,1023,3,4,4,344
10146,454,16,1228,1,5,5,155
20142,90,9,768,4,2,2,422
31866,17,5,393,5,1,1,511
15258,64,11,759,5,4,2,542
856,346,6,518,1,1,1,111
22299,146,5,593,3,1,1,311
12547,464,11,1057,1,4,4,144
33296,129,14,1280,3,5,5,355
19519,13,15,1406,5,5,5,555
12653,92,9,665,4,2,2,422
11245,184,8,743,2,2,2,222
18150,141,14,1204,3,5,4,354
27468,117,11,863,4,4,3,443
3726,147,13,1349,3,5,5,355
27809,312,7,764,1,1,2,112
8917,190,10,1037,2,3,4,234
13118,34,16,1470,5,5,5,555
27351,438,5,768,1,1,2,112
23387,49,8,703,5,2,2,522
15819,182,8,939,2,2,3,223
5397,325,4,373,1,1,1,111
33762,197,10,1040,2,3,4,234
15263,265,12,1195,2,4,4,244
33526,227,6,915,2,1,3,213
10527,2,9,438,5,2,1,521
20710,444,7,1017,1,1,4,114
30192,273,9,804,1,2,2,122
23069,204,5,529,2,1,1,211
23532,508,7,401,1,1,1,111
15621,319,10,950,1,3,3,133
34230,76,9,966,5,2,3,523
364,74,11,1104,5,4,4,544
36643,197,7,445,2,1,1,211
7193,72,14,1048,5,5,4,554
20144,355,6,506,1,1,1,111
2399,331,5,301,1,1,1,111
31353,259,6,424,2,1,1,211
2066,81,7,782,4,1,2,412
38173,167,14,1311,3,5,5,355
35318,185,11,1027,2,4,4,244
31756,75,15,1542,5,5,5,555
2988,150,13,1537,3,5,5,355
76,47,7,858,5,1,3,513
38677,161,11,958,3,4,3,343
22950,170,12,1272,3,4,5,345
36996,119,7,529,4,1,1,411
28702,43,9,609,5,2,1,521
30639,137,9,878,3,2,3,323
28812,78,11,1255,4,4,5,445
26818,517,10,1079,1,3,4,134
6960,243,7,558,2,1,1,211
36817,224,12,843,2,4,3,243
31085,99,7,623,4,1,1,411
29034,353,11,934,1,4,3,143
17430,191,10,967,2,3,3,233
9884,90,10,882,4,3,3,433
8884,263,4,387,2,1,1,211
32242,79,10,842,4,3,3,433
38955,93,8,1073,4,2,4,424
31627,490,11,1031,1,4,4,144
10247,510,6,409,1,1,1,111
32750,161,5,531,3,1,1,311
30330,6,10,731,5,3,2,532
20069,130,10,797,3,3,2,332
24872,122,13,1559,4,5,5,455
14684,255,7,676,2,1,2,212
15632,32,9,773,5,2,2,522
38467,373,6,634,1,1,1,111
12130,28,5,373,5,1,1,511
33840,540,4,598,1,1,1,111
19529,36,11,814,5,4,2,542
31438,35,8,942,5,2,3,523
18588,170,9,897,3,2,3,323
400,102,11,1050,4,4,4,444
20643,93,16,1852,4,5,5,455
13504,142,7,671,3,1,2,312
25186,321,13,1284,1,5,5,155
14371,15,4,393,5,1,1,511
11804,35,18,1772,5,5,5,555
6806,64,9,1231,5,2,5,525
33208,49,7,700,5,1,2,512
7185,27,13,1005,5,5,4,554
7046,417,9,907,1,2,3,123
3671,210,15,1370,2,5,5,255
8705,366,7,696,1,1,2,112
17553,74,6,456,5,1,1,511
24797,67,16,1626,5,5,5,555
13079,38,13,1048,5,5,4,554
26564,118,7,681,4,1,2,412
4448,434,7,879,1,1,3,113
23056,417,7,458,1,1,1,111
38698,196,16,1334,2,5,5,255
35526,68,15,1426,5,5,5,555
29556,191,9,719,2,2,2,222
4428,171,11,883,3,4,3,343
5066,179,9,784,2,2,2,222
359,213,11,981,2,4,3,243
6226,118,6,626,4,1,1,411
25118,363,5,466,1,1,1,111
10875,205,12,1234,2,4,5,245
1530,184,11,908,2,4,3,243
26270,95,11,1387,4,4,5,445
29699,93,11,897,4,4,3,443
3014,404,8,824,1,2,2,122
26716,22,6,605,5,1,1,511
27684,174,12,831,3,4,3,343
15756,199,13,1301,2,5,5,255
29541,181,13,1382,2,5,5,255
33383,113,13,1095,4,5,4,454
38995,23,7,712,5,1,2,512
2660,264,8,515,2,2,1,221
17813,268,7,868,1,1,3,113
20689,379,11,1073,1,4,4,144
10333,139,12,1191,3,4,4,344
20668,71,12,1263,5,4,5,545
38154,95,13,1131,4,5,4,454
9487,305,12,1316,1,4,5,145
35316,346,5,260,1,1,1,111
9585,245,6,648,2,1,2,212
9595,184,10,1025,2,3,4,234
34254,170,10,1189,3,3,4,334
12902,196,5,371,2,1,1,211
8704,80,12,1410,4,4,5,445
37400,67,7,602,5,1,1,511
23118,309,10,1143,1,3,4,134
30694,82,11,599,4,4,1,441
36257,567,6,600,1,1,1,111
36289,308,7,719,1,1,2,112
3281,69,5,701,5,1,2,512
36308,239,7,612,2,1,1,211
18083,123,12,1149,4,4,4,444
27228,276,8,824,1,2,2,122
24098,68,10,991,5,3,3,533
20634,523,7,823,1,1,2,112
39451,204,16,929,2,5,3,253
34814,128,11,1307,3,4,5,345
501,100,6,557,4,1,1,411
33973,198,12,1280,2,4,5,245
5020,300,14,1127,1,5,4,154
36712,118,9,1260,4,2,5,425
5363,447,8,629,1,2,1,121
27060,217,8,975,2,2,3,223
27676,218,8,867,2,2,3,223
16649,13,13,1375,5,5,5,555
29454,194,18,1851,2,5,5,255
16895,213,14,1141,2,5,4,254
3724,49,9,919,5,2,3,523
8001,445,12,1384,1,4,5,145
23358,77,9,1143,4,2,4,424
4386,115,9,914,4,2,3,423
6025,38,7,775,5,1,2,512
11990,154,8,656,3,2,2,322
23360,46,14,1232,5,5,5,555
7826,11,8,531,5,2,1,521
39653,223,7,490,2,1,1,211
27970,63,10,519,5,3,1,531
15400,95,11,1111,4,4,4,444
39534,312,6,636,1,1,1,111
29183,129,10,831,3,3,3,333
28071,125,15,1338,4,5,5,455
33319,146,6,616,3,1,1,311
16055,280,12,1011,1,4,4,144
39457,286,13,1144,1,5,4,154
25100,193,9,888,2,2,3,223
16120,127,13,946,3,5,3,353
19967,242,11,1141,2,4,4,244
3877,85,12,1132,4,4,4,444
16092,178,13,1397,2,5,5,255
32056,108,9,692,4,2,2,422
22831,163,9,973,3,2,3,323
35603,146,10,855,3,3,3,333
3248,470,12,1278,1,4,5,145
12175,513,6,607,1,1,1,111
4903,107,16,1613,4,5,5,455
22371,181,10,816,2,3,2,232
4294,197,10,897,2,3,3,233
22203,80,7,348,4,1,1,411
21576,127,20,1592,3,5,5,355
16588,148,14,1571,3,5,5,355
3816,295,12,1544,1,4,5,145
36777,165,12,1426,3,4,5,345
27325,87,8,835,4,2,3,423
38030,310,15,1465,1,5,5,155
17241,91,8,535,4,2,1,421
23311,108,10,1223,4,3,4,434
29529,184,14,1212,2,5,4,254
8083,125,6,667,4,1,2,412
37137,23,11,868,5,4,3,543
17663,58,12,1240,5,4,5,545
